"Year","CN code","PRODCOM code"
"2003","02072590","15121215"
"2003","02072610","15121155"
"2003","02072620","15121155"
"2003","02072630","15121155"
"2003","02072640","15121155"
"2003","02072650","15121155"
"2003","02072660","15121155"
"2003","02072670","15121155"
"2003","02072680","15121155"
"2003","02072691","15121170"
"2003","02072699","15121170"
"2003","02072710","15121255"
"2003","02072720","15121255"
"2003","02072730","15121255"
"2003","02072740","15121255"
"2003","02072750","15121255"
"2003","02072760","15121255"
"2003","02072770","15121255"
"2003","02072780","15121255"
"2003","02072791","15121275"
"2003","02072799","15121271"
"2003","02073211","15121117"
"2003","02073215","15121117"
"2003","02073219","15121117"
"2003","02073251","15121117"
"2003","02073259","15121117"
"2003","02073290","15121117"
"2003","02073311","15121217"
"2003","02073319","15121217"
"2003","02073351","15121217"
"2003","02073359","15121217"
"2003","02073390","15121217"
"2003","02073410","15121130"
"2003","02073490","15121130"
"2003","02073511","15121157"
"2003","02073515","15121157"
"2003","02073521","15121157"
"2003","02073523","15121157"
"2003","02073525","15121157"
"2003","02073531","15121157"
"2003","02073541","15121157"
"2003","02073551","15121157"
"2003","02073553","15121157"
"2003","02073561","15121157"
"2003","02073563","15121157"
"2003","02073571","15121157"
"2003","02073579","15121157"
"2003","02073591","15121170"
"2003","02073599","15121170"
"2003","02073611","15121257"
"2003","02073615","15121257"
"2003","02073621","15121257"
"2003","02073623","15121257"
"2003","02073625","15121257"
"2003","02073631","15121257"
"2003","02073641","15121257"
"2003","02073651","15121257"
"2003","02073653","15121257"
"2003","02073661","15121257"
"2003","02073663","15121257"
"2003","02073671","15121257"
"2003","02073679","15121257"
"2003","02073681","15121275"
"2003","02073685","15121275"
"2003","02073689","15121275"
"2003","02073690","15121271"
"2003","02081011","15121300"
"2003","02081019","15121300"
"2003","02081090","15121300"
"2003","02089010","15121300"
"2003","02089020","15121300"
"2003","02089040","15121300"
"2003","02089055","15121300"
"2003","02089060","15121300"
"2003","02089095","15121300"
"2003","02101111","15131110"
"2003","02101119","15131110"
"2003","02101131","15131110"
"2003","02101139","15131110"
"2003","02101190","15131110"
"2003","02101211","15131130"
"2003","02101219","15131130"
"2003","02101290","15131130"
"2003","02101910","15131150"
"2003","02101920","15131150"
"2003","02101930","15131150"
"2003","02101940","15131150"
"2003","02101951","15131150"
"2003","02101959","15131150"
"2003","02101960","15131150"
"2003","02101970","15131150"
"2003","02101981","15131150"
"2003","02101989","15131150"
"2003","02101990","15131150"
"2003","02102010","15131170"
"2003","02102090","15131170"
"2003","02109100","15131190"
"2003","02109200","15131190"
"2003","02109300","15131190"
"2003","02109910","15131190"
"2003","02109921","15131190"
"2003","02109929","15131190"
"2003","02109931","15131190"
"2003","02109939","15131190"
"2003","02109941","15131190"
"2003","02109949","15131190"
"2003","02109951","15131190"
"2003","02109959","15131190"
"2003","02109960","15131190"
"2003","02109971","15131190"
"2003","03027000","15201130"
"2003","03031100","15201210"
"2003","03032110","15201210"
"2003","03032200","15201210"
"2003","03032900","15201210"
"2003","03033110","15201210"
"2003","03033130","15201210"
"2003","03033190","15201210"
"2003","03033200","15201210"
"2003","03033300","15201210"
"2003","03033910","15201210"
"2003","03033920","15201210"
"2003","03033930","15201210"
"2003","03033980","15201210"
"2003","03034111","15201210"
"2003","03034113","15201210"
"2003","03034119","15201210"
"2003","03034190","15201210"
"2003","03034212","15201210"
"2003","03034218","15201210"
"2003","03034232","15201210"
"2003","03034238","15201210"
"2003","03034252","15201210"
"2003","03034258","15201210"
"2003","03034290","15201210"
"2003","03034311","15201210"
"2003","03034313","15201210"
"2003","03034319","15201210"
"2003","03034390","15201210"
"2003","03034411","15201210"
"2003","03034413","15201210"
"2003","03034419","15201210"
"2003","03034490","15201210"
"2003","03034511","15201210"
"2003","03034513","15201210"
"2003","03034519","15201210"
"2003","03035000","15201210"
"2003","03036011","15201210"
"2003","03036019","15201210"
"2003","03036090","15201210"
"2003","03037110","15201210"
"2003","03037130","15201210"
"2003","03037180","15201210"
"2003","03037200","15201210"
"2003","03037300","15201210"
"2003","03037430","15201210"
"2003","03037490","15201210"
"2003","03037520","15201210"
"2003","03037550","15201210"
"2003","03037590","15201210"
"2003","03037600","15201210"
"2003","03037700","15201210"
"2003","03037811","15201210"
"2003","03037812","15201210"
"2003","03037813","15201210"
"2003","03037819","15201210"
"2003","03037890","15201210"
"2003","03037911","15201230"
"2003","03037919","15201230"
"2003","03037921","15201210"
"2003","03037923","15201210"
"2003","03037929","15201210"
"2003","03037931","15201210"
"2003","03037935","15201210"
"2003","03037937","15201210"
"2003","03037941","15201210"
"2003","03037945","15201210"
"2003","03037951","15201210"
"2003","03037955","15201210"
"2003","03037958","15201210"
"2003","03037965","15201210"
"2003","03037971","15201210"
"2003","03037975","15201210"
"2003","03037981","15201210"
"2003","03037983","15201210"
"2003","03037985","15201210"
"2003","03037987","15201210"
"2003","03037988","15201210"
"2003","03037991","15201210"
"2003","03037992","15201210"
"2003","03037993","15201210"
"2003","03037994","15201210"
"2003","03037998","15201210"
"2003","03038010","15201250"
"2003","03038090","15201250"
"2003","03041013","15201190"
"2003","03041019","15201190"
"2003","03041031","15201190"
"2003","03041033","15201190"
"2003","03041035","15201190"
"2003","03041038","15201190"
"2003","03041091","15201190"
"2003","03041097","15201190"
"2003","03041098","15201190"
"2003","03042013","15201270"
"2003","03042019","15201270"
"2003","03042021","15201270"
"2003","03042029","15201270"
"2003","03042031","15201270"
"2003","03042033","15201270"
"2003","03042035","15201270"
"2003","03042037","15201270"
"2003","03042041","15201270"
"2003","03042043","15201270"
"2003","03042045","15201270"
"2003","72021120","27102010"
"2003","72021180","27102010"
"2003","72021900","27102010"
"2003","72022110","27102020"
"2003","72022190","27102020"
"2003","72022910","27102020"
"2003","72022990","27102020"
"2003","72023000","27102030"
"2003","72024110","27102040"
"2003","72024191","27102040"
"2003","72024199","27102040"
"2003","72024910","27102040"
"2003","72024950","27102040"
"2003","72024990","27102040"
"2003","72027000","27102050"
"2003","72025000","27102090"
"2003","72026000","27102090"
"2003","72028000","27102090"
"2003","72029100","27102090"
"2003","72029200","27102090"
"2003","72029300","27102090"
"2003","72029911","27102090"
"2003","72029919","27102090"
"2003","72029930","27102090"
"2003","72029980","27102090"
"2003","72071210","27103110"
"2003","72071290","27103110"
"2003","72072032","27103110"
"2003","72072039","27103110"
"2003","72189111","27103210"
"2003","72189119","27103210"
"2003","72189190","27103210"
"2003","72249015","27103310"
"2003","72192210","27104130"
"2003","72192290","27104130"
"2003","72192300","27104130"
"2003","72192400","27104130"
"2003","72209031","27104130"
"2003","72192110","27104140"
"2003","72193100","27104150"
"2003","72193210","27104150"
"2003","72193290","27104150"
"2003","72193310","27104150"
"2003","72193390","27104150"
"2003","72193410","27104150"
"2003","72193490","27104150"
"2003","72193510","27104150"
"2003","72193590","27104150"
"2003","72199010","27104150"
"2003","72199090","27104150"
"2003","72210010","27104200"
"2003","72210090","27104200"
"2003","72221111","27104310"
"2003","72221119","27104310"
"2003","72221121","27104310"
"2003","72221129","27104310"
"2003","72221191","27104310"
"2003","72221199","27104310"
"2003","72221910","27104320"
"2003","72221990","27104320"
"2003","72223010","27104320"
"2003","72224010","27104320"
"2003","72224030","27104320"
"2003","72223051","27104330"
"2003","72223091","27104330"
"2003","72252020","27105000"
"2003","72252090","27105000"
"2003","72262020","27105000"
"2003","72271000","27105000"
"2003","72281010","27105000"
"2003","72281030","27105000"
"2003","72281050","27105000"
"2003","72081000","27106020"
"2003","72082500","27106020"
"2003","72082600","27106020"
"2003","72082700","27106020"
"2003","72083600","27106020"
"2003","72083710","27106020"
"2003","72083790","27106020"
"2003","72083810","27106020"
"2003","72083890","27106020"
"2003","72083910","27106020"
"2003","72092710","27107120"
"2003","72092810","27107120"
"2003","72251990","27107120"
"2003","72251100","27107130"
"2003","72101110","27107210"
"2003","72101190","27107210"
"2003","72101211","27107210"
"2003","72101219","27107210"
"2003","72101290","27107210"
"2003","72105010","27107210"
"2003","72105090","27107210"
"2003","72107031","27107210"
"2003","72109033","27107210"
"2003","72121010","27107210"
"2003","72124010","27107210"
"2003","72102010","27107220"
"2003","72102090","27107220"
"2003","72104110","27107220"
"2003","72104190","27107220"
"2003","72104910","27107220"
"2003","72104990","27107220"
"2003","72106110","27107220"
"2003","72106190","27107220"
"2003","72106910","27107220"
"2003","72106990","27107220"
"2003","72109010","27107220"
"2003","72109038","27107220"
"2003","72109090","27107220"
"2003","72259210","27107220"
"2003","72259290","27107220"
"2003","72103010","27107230"
"2003","72103090","27107230"
"2003","72259110","27107230"
"2003","72259190","27107230"
"2003","72107039","27107240"
"2003","72107090","27107240"
"2003","72131000","27108110"
"2003","72132000","27108120"
"2003","72139110","27108130"
"2003","72139120","27108140"
"2003","72139141","27108190"
"2003","73259910","28752719"
"2003","73259990","28752719"
"2003","73261910","28752722"
"2003","73261990","28752722"
"2003","74199100","28752758"
"2003","74199900","28752758"
"2003","84671110","29411103"
"2003","84671190","29411103"
"2003","84671900","29411105"
"2003","84678100","29411107"
"2003","84678900","29411109"
"2003","84672110","29411113"
"2003","84672191","29411115"
"2003","84672199","29411117"
"2003","84672210","29411123"
"2003","84672230","29411125"
"2003","84672290","29411127"
"2003","84672910","29411133"
"2003","84672930","29411135"
"2003","84672951","29411151"
"2003","84672953","29411153"
"2003","84672959","29411155"
"2003","84672970","29411157"
"2003","84672980","29411180"
"2003","84672990","29411190"
"2003","84679100","29411240"
"2003","84679900","29411240"
"2003","84679200","29411250"
"2003","84561010","29421110"
"2003","84561090","29421110"
"2003","84562000","29421130"
"2003","84563011","29421153"
"2003","85422113","32106227"
"2003","85422115","32106227"
"2003","85422117","32106227"
"2003","85422120","32106234"
"2003","85422125","32106254"
"2003","85422131","32106265"
"2003","85422133","32106265"
"2003","85422135","32106265"
"2003","85422137","32106265"
"2003","85422139","32106265"
"2003","85422141","32106269"
"2003","85422145","32106270"
"2003","85422150","32106293"
"2003","85422161","32106293"
"2003","85422169","32106293"
"2003","85422171","32106293"
"2003","85422173","32106293"
"2003","85422181","32106293"
"2003","85422183","32106293"
"2003","85422185","32106293"
"2003","85422191","32106293"
"2003","85422199","32106293"
"2003","85422910","32106295"
"2003","85422920","32106295"
"2003","85422930","32106295"
"2003","85422950","32106295"
"2003","85422960","32106295"
"2003","85422970","32106295"
"2003","85422990","32106295"
"2003","85426000","32106297"
"2003","85427000","32106299"
"2003","85229051","32305170"
"2003","85229059","32305170"
"2003","91061000","33502910"
"2003","91062000","33502930"
"2003","91069090","33502930"
"2003","91069010","33502950"
"2003","91070000","33502970"
"2003","49019900","221121Z1"
"2003","72085110","2710T222"
"2003","72169990","2710T243"
"2003","72287010","2710T243"
"2003","72287031","2710T243"
"2003","72163111","2710T244"
"2003","72163119","2710T244"
"2003","72163191","2710T244"
"2003","72163199","2710T244"
"2003","72163211","2710T244"
"2003","72163219","2710T244"
"2003","72163291","2710T244"
"2003","72163299","2710T244"
"2003","72163310","2710T244"
"2003","72163390","2710T244"
"2003","73011000","2710T251"
"2003","73021010","2710T252"
"2003","73021031","2710T252"
"2003","73021039","2710T252"
"2003","73021090","2710T252"
"2003","73023000","2710T252"
"2003","73024010","2710T252"
"2003","73024090","2710T252"
"2003","73029020","2710T252"
"2003","73029030","2710T252"
"2003","73029090","2710T252"
"2003","73012000","2710T260"
"2003","72101110","2710T330"
"2003","72101190","2710T330"
"2003","72101211","2710T330"
"2003","72101219","2710T330"
"2003","72101290","2710T330"
"2003","72105010","2710T330"
"2003","72105090","2710T330"
"2003","72107031","2710T330"
"2003","72109033","2710T330"
"2003","72121010","2710T330"
"2003","72124010","2710T330"
"2003","72124095","2710T330"
"2003","72102010","2710T340"
"2003","72102090","2710T340"
"2003","72104110","2710T340"
"2003","72104190","2710T340"
"2003","72104910","2710T340"
"2003","72104990","2710T340"
"2003","72106110","2710T340"
"2003","72106190","2710T340"
"2003","72106910","2710T340"
"2003","72106990","2710T340"
"2003","72109010","2710T340"
"2003","72109038","2710T340"
"2003","72109090","2710T340"
"2003","72259210","2710T340"
"2003","72259290","2710T340"
"2003","72103010","2710T350"
"2003","72103090","2710T350"
"2003","72259110","2710T350"
"2003","72259190","2710T350"
"2003","72107039","2710T360"
"2003","72107090","2710T360"
"2003","72061000","271031Z0"
"2003","72069000","271031Z0"
"2003","72071111","271031Z0"
"2003","72071114","271031Z0"
"2003","72071116","271031Z0"
"2003","72071190","271031Z0"
"2003","72071290","271031Z0"
"2003","72071911","271031Z0"
"2003","72071914","271031Z0"
"2003","72071916","271031Z0"
"2003","72071919","271031Z0"
"2003","72071931","271031Z0"
"2003","72071939","271031Z0"
"2003","72071990","271031Z0"
"2003","72072011","271031Z0"
"2003","72072015","271031Z0"
"2003","72072017","271031Z0"
"2003","72072019","271031Z0"
"2003","72072039","271031Z0"
"2003","72072051","271031Z0"
"2003","72072057","271031Z0"
"2003","72072059","271031Z0"
"2003","72072055","271031Z0"
"2003","72189911","271032Z0"
"2003","72189919","271032Z0"
"2003","72189920","271032Z0"
"2003","72189991","271032Z0"
"2003","72189999","271032Z0"
"2003","72241000","271033Z0"
"2003","72249001","271033Z0"
"2003","72249005","271033Z0"
"2003","72249008","271033Z0"
"2003","72249019","271033Z0"
"2003","72249091","271033Z0"
"2003","72249099","271033Z0"
"2003","72249031","271033Z0"
"2003","72249039","271033Z0"
"2003","72191100","271041Z5"
"2003","72191210","271041Z5"
"2003","72191290","271041Z5"
"2003","72191310","271041Z5"
"2003","72191390","271041Z5"
"2003","72191410","271041Z5"
"2003","72191490","271041Z5"
"2003","72201100","271041Z6"
"2003","72201200","271041Z6"
"2003","72091500","271071Z0"
"2003","72091690","271071Z0"
"2003","72091790","271071Z0"
"2003","72091891","271071Z0"
"2003","72091899","271071Z0"
"2003","72092500","271071Z0"
"2003","72092690","271071Z0"
"2003","72092790","271071Z0"
"2003","72092890","271071Z0"
"2003","72099010","271071Z0"
"2003","72099090","271071Z0"
"2003","72255000","271071Z0"
"2003","72112310","273210Z5"
"2003","72112351","273210Z5"
"2003","72112399","273210Z5"
"2003","72112920","273210Z5"
"2003","72112950","273210Z5"
"2003","72112990","273210Z5"
"2003","72139149","27108190"
"2003","72139170","27108190"
"2003","72139190","27108190"
"2003","72139910","27108190"
"2003","72139990","27108190"
"2003","72279050","27108210"
"2003","72272000","27108290"
"2003","72279010","27108290"
"2003","72279095","27108290"
"2003","72142000","27108310"
"2003","72149910","27108310"
"2003","72143000","27108320"
"2003","72283041","27108330"
"2003","72283049","27108330"
"2003","72283020","27108340"
"2003","72284010","27108340"
"2003","72161000","27108350"
"2003","72162100","27108350"
"2003","72162200","27108350"
"2003","72164010","27108350"
"2003","72164090","27108350"
"2003","72165010","27108350"
"2003","72165091","27108350"
"2003","72165099","27108350"
"2003","72169910","27108350"
"2003","72169990","27108350"
"2003","72287010","27108350"
"2003","72287031","27108350"
"2003","72141000","27108360"
"2003","72149110","27108360"
"2003","72149190","27108360"
"2003","72149931","27108360"
"2003","72149939","27108360"
"2003","72149950","27108360"
"2003","72149961","27108360"
"2003","72149969","27108360"
"2003","72149980","27108360"
"2003","72149990","27108360"
"2003","72159010","27108360"
"2003","72288090","27108360"
"2003","72282011","27108370"
"2003","72282019","27108370"
"2003","72282030","27108370"
"2003","72283061","27108370"
"2003","72283069","27108370"
"2003","72283070","27108370"
"2003","72283089","27108370"
"2003","72284090","27108370"
"2003","72286010","27108370"
"2003","72288010","27108370"
"2003","72163111","27109110"
"2003","72163119","27109110"
"2003","72163191","27109110"
"2003","72163199","27109110"
"2003","72163211","27109120"
"2003","72163219","27109120"
"2003","72163291","27109120"
"2003","72163299","27109120"
"2003","72163310","27109130"
"2003","72163390","27109130"
"2003","73011000","27109210"
"2003","73012000","27109220"
"2003","73021010","27109230"
"2003","73021031","27109230"
"2003","73021039","27109230"
"2003","73021090","27109230"
"2003","73023000","27109230"
"2003","73024010","27109230"
"2003","73024090","27109230"
"2003","73029020","27109230"
"2003","73029030","27109230"
"2003","73029090","27109230"
"2003","72112391","27321024"
"2003","72261930","27321024"
"2003","72261990","27321024"
"2003","72261110","27321026"
"2003","72261190","27321026"
"2003","72126011","27322012"
"2003","72126019","27322012"
"2003","72126093","27322012"
"2003","72126099","27322012"
"2003","84563019","29421153"
"2003","84563090","29421155"
"2003","84569100","29421170"
"2003","84569910","29421170"
"2003","84569930","29421170"
"2003","84569950","29421170"
"2003","84569980","29421170"
"2003","84571010","29421220"
"2003","84571090","29421240"
"2003","84572000","29421250"
"2003","84573010","29421270"
"2003","84573090","29421270"
"2003","84581120","29422123"
"2003","84581141","29422127"
"2003","84581149","29422127"
"2003","84581180","29422129"
"2003","84581920","29422143"
"2003","84581940","29422147"
"2003","84581980","29422149"
"2003","84589120","29422163"
"2003","84589180","29422169"
"2003","84589900","29422190"
"2003","84592100","29422213"
"2003","84595100","29422217"
"2003","84596110","29422223"
"2003","84596190","29422225"
"2003","84591000","29422233"
"2003","84592900","29422235"
"2003","84593100","29422240"
"2003","84594010","29422240"
"2003","84593900","29422260"
"2003","84594090","29422260"
"2003","84595900","29422277"
"2003","84596910","29422287"
"2003","84596990","29422287"
"2003","84597000","29422300"
"2003","84601100","29423113"
"2003","84602111","29423115"
"2003","84602115","29423115"
"2003","84602119","29423115"
"2003","84602190","29423117"
"2003","84601900","29423123"
"2003","84602911","29423125"
"2003","84602919","29423125"
"2003","84602990","29423127"
"2003","84603100","29423131"
"2003","84603900","29423133"
"2003","84604010","29423135"
"2003","84604090","29423135"
"2003","84609010","29423137"
"2003","84609090","29423137"
"2003","84613010","29423157"
"2003","84613090","29423157"
"2003","84614011","29423173"
"2003","84614031","29423173"
"2003","84614071","29423173"
"2003","84614019","29423175"
"2003","84614039","29423175"
"2003","84614079","29423175"
"2003","84614090","29423175"
"2003","84615011","29423183"
"2003","84615019","29423183"
"2003","84612000","29423190"
"2003","84619000","29423190"
"2003","84622110","29423233"
"2003","84622105","29423235"
"2003","84622180","29423235"
"2003","84623100","29423250"
"2003","84624110","29423270"
"2003","84624190","29423270"
"2003","84622910","29423333"
"2003","84622905","29423335"
"2003","84622991","29423335"
"2003","84622998","29423335"
"2003","84623910","29423350"
"2003","84623991","29423350"
"2003","84623999","29423350"
"2003","84624910","29423370"
"2003","84624990","29423370"
"2003","84621010","29423410"
"2003","84621090","29423420"
"2003","84629110","29423430"
"2003","84629910","29423430"
"2003","84629150","29423440"
"2003","84629950","29423470"
"2003","84631010","29423510"
"2003","84631090","29423510"
"2003","84632000","29423530"
"2003","84633000","29423550"
"2003","84639000","29423570"
"2003","84669315","29424030"
"2003","84669317","29424030"
"2003","84669395","29424030"
"2003","84669410","29424050"
"2003","84669490","29424050"
"2003","84641010","29431130"
"2003","84641090","29431130"
"2003","84642005","29431150"
"2003","84642011","29431150"
"2003","84642019","29431150"
"2003","84642020","29431150"
"2003","84642095","29431150"
"2003","84649010","29431170"
"2003","84649020","29431170"
"2003","84649080","29431170"
"2003","84651010","29431210"
"2003","84651090","29431220"
"2003","84659110","29431233"
"2003","84659120","29431235"
"2003","84659190","29431237"
"2003","84659200","29431250"
"2003","84659300","29431263"
"2003","84659400","29431265"
"2003","84659500","29431267"
"2003","84659600","29431270"
"2003","84659910","29431283"
"2003","84659990","29431285"
"2003","84793010","29431287"
"2003","84793090","29431287"
"2003","84681000","29432013"
"2003","84682000","29432015"
"2003","84688000","29432017"
"2003","85151100","29432023"
"2003","85151900","29432025"
"2003","85152100","29432030"
"2003","85152910","29432043"
"2003","85152990","29432045"
"2003","85153100","29432050"
"2003","85153913","29432063"
"2003","85153918","29432063"
"2003","85153990","29432065"
"2003","85158005","29432070"
"2003","85158011","29432070"
"2003","85158019","29432070"
"2003","85158091","29432083"
"2003","85158099","29432085"
"2003","84661010","29433133"
"2003","84661031","29433135"
"2003","84661039","29433150"
"2003","84661090","29433170"
"2003","84662010","29433230"
"2003","84662091","29433250"
"2003","84662099","29433270"
"2003","84663000","29433300"
"2003","84669115","29433430"
"2003","84669120","29433430"
"2003","84669195","29433430"
"2003","84669220","29433450"
"2003","84669280","29433450"
"2003","84689000","29433530"
"2003","85159010","29433550"
"2003","85159090","29433550"
"2003","84778011","29562382"
"2003","84778019","29562384"
"2003","84778091","29562391"
"2003","84778093","29562393"
"2003","84778095","29562395"
"2003","84778099","29562397"
"2003","85078094","31402385"
"2003","85078098","31402385"
"2003","85421000","32106100"
"2003","85422101","32106215"
"2003","85422105","32106217"
"2003","85422111","32106225"
"2003","72085130","2710T222"
"2003","72085150","2710T222"
"2003","72085191","2710T222"
"2003","72085199","2710T222"
"2003","72085210","2710T222"
"2003","72085291","2710T222"
"2003","72085299","2710T222"
"2003","72085310","2710T222"
"2003","72089010","2710T222"
"2003","72109031","2710T222"
"2003","72111300","2710T222"
"2003","72192110","2710T222"
"2003","72192190","2710T222"
"2003","72254020","2710T222"
"2003","72254050","2710T222"
"2003","72259910","2710T222"
"2003","72259990","2710T222"
"2003","72131000","2710T231"
"2003","72132000","2710T231"
"2003","72139110","2710T231"
"2003","72139120","2710T231"
"2003","72139141","2710T231"
"2003","72139149","2710T231"
"2003","72139170","2710T231"
"2003","72139190","2710T231"
"2003","72139910","2710T231"
"2003","72139990","2710T231"
"2003","72210010","2710T231"
"2003","72210090","2710T231"
"2003","72272000","2710T231"
"2003","72279010","2710T231"
"2003","72279095","2710T231"
"2003","72142000","2710T241"
"2003","72149910","2710T241"
"2003","72141000","2710T242"
"2003","72143000","2710T242"
"2003","72149110","2710T242"
"2003","72149190","2710T242"
"2003","72149931","2710T242"
"2003","72149939","2710T242"
"2003","72149950","2710T242"
"2003","72149961","2710T242"
"2003","72149969","2710T242"
"2003","72149980","2710T242"
"2003","72149990","2710T242"
"2003","72159010","2710T242"
"2003","72221111","2710T242"
"2003","72221119","2710T242"
"2003","72221121","2710T242"
"2003","72221129","2710T242"
"2003","72221191","2710T242"
"2003","72221199","2710T242"
"2003","72221910","2710T242"
"2003","72221990","2710T242"
"2003","72223010","2710T242"
"2003","72224010","2710T242"
"2003","72224030","2710T242"
"2003","72282011","2710T242"
"2003","72282019","2710T242"
"2003","72282030","2710T242"
"2003","72283020","2710T242"
"2003","72283041","2710T242"
"2003","72283049","2710T242"
"2003","72283061","2710T242"
"2003","72283069","2710T242"
"2003","72283070","2710T242"
"2003","72283089","2710T242"
"2003","72284010","2710T242"
"2003","72284090","2710T242"
"2003","72286010","2710T242"
"2003","72286081","2710T242"
"2003","72288010","2710T242"
"2003","72288090","2710T242"
"2003","72161000","2710T243"
"2003","72162100","2710T243"
"2003","72162200","2710T243"
"2003","72164010","2710T243"
"2003","72164090","2710T243"
"2003","72165010","2710T243"
"2003","72165091","2710T243"
"2003","72165099","2710T243"
"2003","72169910","2710T243"
"2003","03042051","15201270"
"2003","03042053","15201270"
"2003","03042055","15201270"
"2003","03042056","15201270"
"2003","03042058","15201270"
"2003","03042059","15201270"
"2003","03042061","15201270"
"2003","03042069","15201270"
"2003","73221100","28221130"
"2003","84039010","28221300"
"2003","84039090","28221300"
"2003","84029000","28301330"
"2003","84049000","28301350"
"2003","84014000","28302200"
"2003","73239310","28751223"
"2003","73239390","28751229"
"2003","74181100","28751253"
"2003","74181900","28751253"
"2003","76151910","28751255"
"2003","76151100","28751257"
"2003","03042071","15201270"
"2003","03042073","15201270"
"2003","03042075","15201270"
"2003","03042079","15201270"
"2003","03042081","15201270"
"2003","03042083","15201270"
"2003","03042085","15201270"
"2003","03042087","15201270"
"2003","03042088","15201270"
"2003","03042091","15201270"
"2003","03042095","15201270"
"2003","03049005","15201290"
"2003","03049010","15201290"
"2003","03049022","15201290"
"2003","03049031","15201290"
"2003","03049035","15201290"
"2003","03049038","15201290"
"2003","03049039","15201290"
"2003","03049041","15201290"
"2003","03049045","15201290"
"2003","03049047","15201290"
"2003","03049049","15201290"
"2003","03049051","15201290"
"2003","03049055","15201290"
"2003","03049057","15201290"
"2003","03049059","15201290"
"2003","03049061","15201290"
"2003","03049065","15201290"
"2003","03049097","15201290"
"2003","03051000","15201310"
"2003","03052000","15201310"
"2003","03053011","15201330"
"2003","03053019","15201330"
"2003","03053030","15201330"
"2003","03053050","15201330"
"2003","03053090","15201330"
"2003","03054100","15201353"
"2003","03054200","15201355"
"2003","03054910","15201359"
"2003","03054920","15201359"
"2003","03054930","15201359"
"2003","03054945","15201359"
"2003","03054950","15201359"
"2003","03054980","15201359"
"2003","03055110","15201370"
"2003","03055190","15201370"
"2003","03055911","15201370"
"2003","03055919","15201370"
"2003","03055930","15201370"
"2003","03055950","15201370"
"2003","03055960","15201370"
"2003","03055970","15201370"
"2003","03055990","15201370"
"2003","03056100","15201370"
"2003","03056200","15201370"
"2003","03056300","15201370"
"2003","03056910","15201370"
"2003","03056920","15201370"
"2003","03056930","15201370"
"2003","03056950","15201370"
