"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit"
"522119","5","551512000080","551511000010","5515 12",," - - Mixed mainly or solely with man-made filaments","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with man-made filament",
"522120","6","551512100080","551512000080","5515 12 10","5515 12"," - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with man-made filament, unbleached or bleached","m2"
"522121","6","551512300080","551512000080","5515 12 30","5515 12"," - - - Printed","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with man-made filament, printed","m2"
"522122","6","551512900080","551512000080","5515 12 90","5515 12"," - - - Other","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with man-made filament, dyed or made of yarn of different colours","m2"
"522123","5","551513000080","551511000010","5515 13",," - - Mixed mainly or solely with wool or fine animal hair","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton or fine animal hair",
"522124","6","551513110010","551513000080",,"5515 13"," - - - Mixed mainly or solely with carded wool or fine animal hair (woollen)",,
"522125","7","551513110080","551513110010","5515 13 11",," - - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair, unbleached or bleached","m2"
"522126","7","551513190080","551513110010","5515 13 19",," - - - - Other","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair, dyed, made of yarn of different colours, or printed","m2"
"522127","6","551513910010","551513000080",,"5515 13"," - - - Mixed mainly or solely with combed wool or fine animal hair (worsted)",,
"522128","7","551513910080","551513910010","5515 13 91",," - - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with combed wool or combed fine animal hair, unbleached or bleached","m2"
"522129","7","551513990080","551513910010","5515 13 99",," - - - - Other","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with combed wool or combed fine animal hair, dyed, made of yarn of different colours, or printed","m2"
"522130","5","551519000080","551511000010","5515 19",," - - Other","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, made-made filament, viscose staple fibres or cotton",
"522131","6","551519100080","551519000080","5515 19 10","5515 19"," - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, made-made filament, viscose staple fibres or cotton, unbleached or bleached","m2"
"522132","6","551519300080","551519000080","5515 19 30","5515 19"," - - - Printed","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, made-made filament, viscose staple fibres or cotton, printed","m2"
"522133","6","551519900080","551519000080","5515 19 90","5515 19"," - - - Other","Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, made-made filament, viscose staple fibres or cotton, dyed or made of yarn of different colours","m2"
"522134","4","551521000010","551500000080",,"5515"," -  Of acrylic or modacrylic staple fibres",,
"522135","5","551521000080","551521000010","5515 21",," - - Mixed mainly or solely with man-made filaments","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament",
"522136","6","551521100080","551521000080","5515 21 10","5515 21"," - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament, unbleached or bleached","m2"
"522137","6","551521300080","551521000080","5515 21 30","5515 21"," - - - Printed","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament, printed","m2"
"522138","6","551521900080","551521000080","5515 21 90","5515 21"," - - - Other","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament, dyed or made of yarn of different colours","m2"
"522139","5","551522000080","551521000010","5515 22",," - - Mixed mainly or solely with wool or fine animal hair","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair",
"522140","6","551522110010","551522000080",,"5515 22"," - - - Mixed mainly or solely with carded wool or fine animal hair (woollen)",,
"522141","7","551522110080","551522110010","5515 22 11",," - - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair, unbleached or bleached","m2"
"522142","7","551522190080","551522110010","5515 22 19",," - - - - Other","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair, dyed, made of yarn of different colours, or printed","m2"
"522143","6","551522910010","551522000080",,"5515 22"," - - - Mixed mainly or solely with combed wool or fine animal hair (worsted)",,
"522144","7","551522910080","551522910010","5515 22 91",," - - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with combed wool or combed fine animal hair, unbleached or bleached","m2"
"522145","7","551522990080","551522910010","5515 22 99",," - - - - Other","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with combed wool or combed fine animal hair, dyed, made of yarn of different colours, or printed","m2"
"522146","5","551529000080","551521000010","5515 29",," - - Other","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other than those mixed principally or solely with wool, fine animal hair, man-made filaments or cotton",
"522147","6","551529100080","551529000080","5515 29 10","5515 29"," - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other than those mixed principally or solely with wool, fine animal hair, man-made filaments or cotton, unbleached or bleached","m2"
"522148","6","551529300080","551529000080","5515 29 30","5515 29"," - - - Printed","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other than those mixed principally or solely with wool, fine animal hair, man-made filaments or cotton, printed","m2"
"522149","6","551529900080","551529000080","5515 29 90","5515 29"," - - - Other","Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other than those mixed principally or solely with wool, fine animal hair, man-made filaments or cotton, dyed or made of yarn of different colours","m2"
"522150","4","551591000010","551500000080",,"5515"," -  Other woven fabrics",,
"522151","5","551591000080","551591000010","5515 91",," - - Mixed mainly or solely with man-made filaments","Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with man-made filament (excl. those of acrylic, modacrylic or polyester staple fibres)",
"522152","6","551591100080","551591000080","5515 91 10","5515 91"," - - - Unbleached or bleached","Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with man-made filament, unbleached or bleached (excl. those of acrylic, modacrylic or polyester staple fibres)","m2"
"522153","6","551591300080","551591000080","5515 91 30","5515 91"," - - - Printed","Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with man-made filament, printed (excl. those of acrylic, modacrylic or polyester staple fibres)","m2"
"522154","6","551591900080","551591000080","5515 91 90","5515 91"," - - - Other","Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with man-made filament, dyed or made of yarn of different colours (excl. those of acrylic, modacrylic or polyester staple fibres)","m2"
"522155","5","551592000080","551591000010","5515 92",," - - Mixed mainly or solely with wool or fine animal hair","Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with wool or fine animal hair (excl. those of acrylic, modacrylic or polyester staple fibres)",
"522156","6","551592110010","551592000080",,"5515 92"," - - - Mixed mainly or solely with carded wool or fine animal hair (woollen)",,
